customer_id,cluster,recency_days,frequency,monetary,avg_ticket,avg_items,Electronics,Clothing,Groceries,Books,Toys,pay_mobile,pay_credit,pay_cash,age
C00001,2,113,5,17264.120000000003,3452.8240000000005,2.8,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,31.0
C00002,2,222,5,9559.48,1911.896,2.8,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.42857142857142855,0.0,0.0,1.0,60.0
C00003,0,420,3,4348.360000000001,1449.4533333333336,3.3333333333333335,0.1,0.1,0.4,0.2,0.2,0.0,1.0,0.0,41.0
C00004,4,119,5,13657.679999999998,2731.5359999999996,2.0,0.2,0.0,0.1,0.1,0.6,1.0,0.0,0.0,41.0
C00005,4,81,6,26699.37,4449.8949999999995,2.6666666666666665,0.25,0.0,0.1875,0.125,0.4375,0.0,1.0,0.0,37.0
C00006,3,164,3,25474.269999999997,8491.423333333332,3.3333333333333335,0.4,0.1,0.0,0.0,0.5,1.0,0.0,0.0,58.0
C00007,2,168,3,5882.4400000000005,1960.8133333333335,3.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,1.0,41.0
C00008,4,171,2,13770.02,6885.01,3.5,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0,66.0
C00009,2,23,3,8285.78,2761.9266666666667,3.6666666666666665,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.0,0.0,1.0,25.0
C00010,3,175,3,18311.05,6103.683333333333,4.0,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.0,1.0,0.0,22.0
C00011,4,451,3,11386.16,3795.3866666666668,4.333333333333333,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.0,1.0,0.0,48.0
C00012,1,75,6,16549.76,2758.293333333333,2.5,0.2,0.2,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.0,1.0,0.0,62.0
C00013,1,58,5,12214.189999999999,2442.8379999999997,3.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.4666666666666667,1.0,0.0,0.0,32.0
C00014,4,142,6,22891.05,3815.1749999999997,2.6666666666666665,0.25,0.125,0.1875,0.125,0.3125,0.0,0.0,1.0,50.0
C00015,0,687,1,1030.23,1030.23,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
C00016,4,93,4,20898.99,5224.7475,3.5,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.0,1.0,0.0,24.0
C00017,3,31,4,27306.86,6826.715,3.0,0.5,0.0,0.0,0.3333333333333333,0.16666666666666666,1.0,0.0,0.0,47.0
C00018,0,307,2,6898.950000000001,3449.4750000000004,2.5,0.2,0.0,0.4,0.2,0.2,1.0,0.0,0.0,24.0
C00019,3,7,7,38254.49,5464.927142857143,3.142857142857143,0.2727272727272727,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.4090909090909091,0.0,0.0,1.0,57.0
C00020,1,21,10,22561.82,2256.182,2.6,0.15384615384615385,0.15384615384615385,0.19230769230769232,0.23076923076923078,0.2692307692307692,0.0,1.0,0.0,40.0
C00021,0,55,7,12077.66,1725.3799999999999,3.2857142857142856,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.391304347826087,0.17391304347826086,0.0,1.0,0.0,20.0
C00022,0,283,4,6555.72,1638.93,4.5,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.2222222222222222,0.0,1.0,0.0,35.0
C00023,1,104,5,14553.59,2910.718,2.2,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0,1.0,0.0,44.0
C00024,3,276,3,18107.899999999998,6035.966666666666,3.6666666666666665,0.2727272727272727,0.0,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.0,1.0,0.0,47.0
C00025,3,143,2,7213.36,3606.68,2.5,0.2,0.0,0.0,0.2,0.6,0.0,0.0,1.0,50.0
C00026,4,77,8,33108.27,4138.53375,3.875,0.1935483870967742,0.16129032258064516,0.22580645161290322,0.12903225806451613,0.2903225806451613,1.0,0.0,0.0,31.0
C00027,1,90,7,15056.45,2150.921428571429,3.2857142857142856,0.08695652173913043,0.13043478260869565,0.2608695652173913,0.21739130434782608,0.30434782608695654,0.0,1.0,0.0,58.0
C00028,2,154,4,7619.599999999999,1904.8999999999999,3.75,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.0,0.0,1.0,50.0
C00029,3,112,5,29624.11,5924.822,3.0,0.3333333333333333,0.13333333333333333,0.2,0.06666666666666667,0.26666666666666666,0.0,0.0,1.0,67.0
C00030,4,144,5,19266.9,3853.38,3.6,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.2777777777777778,0.0,1.0,0.0,59.0
C00031,1,114,7,30475.18,4353.597142857143,3.5714285714285716,0.2,0.24,0.08,0.24,0.24,0.0,1.0,0.0,49.0
C00032,3,319,3,22018.18,7339.393333333333,3.3333333333333335,0.4,0.1,0.0,0.2,0.3,0.0,0.0,1.0,30.0
C00033,2,65,6,21531.32,3588.5533333333333,3.6666666666666665,0.18181818181818182,0.18181818181818182,0.22727272727272727,0.13636363636363635,0.2727272727272727,0.0,0.0,1.0,32.0
C00034,3,374,3,8808.289999999999,2936.0966666666664,2.3333333333333335,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0,25.0
C00035,1,108,8,23117.52,2889.69,2.125,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.35294117647058826,1.0,0.0,0.0,21.0
C00036,1,82,7,16514.29,2359.184285714286,2.857142857142857,0.1,0.2,0.25,0.2,0.25,1.0,0.0,0.0,47.0
C00037,4,193,7,30563.07,4366.152857142857,2.857142857142857,0.25,0.0,0.2,0.2,0.35,0.0,0.0,1.0,51.0
C00038,4,162,5,14283.18,2856.636,2.8,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.0,1.0,0.0,52.0
C00039,3,82,2,11670.73,5835.365,2.5,0.4,0.0,0.2,0.0,0.4,1.0,0.0,0.0,21.0
C00040,3,96,9,39837.79,4426.421111111111,2.2222222222222223,0.35,0.2,0.05,0.0,0.4,0.0,0.0,1.0,54.0
C00041,2,344,4,9892.89,2473.2225,2.25,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,52.0
C00042,4,268,4,17143.17,4285.7925,3.0,0.25,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.25,0.0,0.0,1.0,56.0
C00043,2,468,5,10166.64,2033.328,2.6,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.0,0.0,1.0,40.0
C00044,4,56,7,39004.82,5572.117142857142,3.5714285714285716,0.28,0.08,0.16,0.2,0.28,0.0,0.0,1.0,23.0
C00045,0,17,2,1276.01,638.005,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,39.0
C00046,0,450,5,14175.909999999998,2835.182,3.6,0.1111111111111111,0.05555555555555555,0.5,0.2222222222222222,0.1111111111111111,0.0,1.0,0.0,65.0
C00047,0,87,4,3190.39,797.5975,1.5,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,55.0
C00048,3,29,4,16793.89,4198.4725,2.75,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.45454545454545453,0.0,0.0,1.0,28.0
C00049,3,0,6,42628.95,7104.825,3.3333333333333335,0.35,0.15,0.05,0.1,0.35,0.0,0.0,1.0,38.0
C00050,0,93,4,6071.24,1517.81,3.0,0.08333333333333333,0.25,0.25,0.25,0.16666666666666666,0.0,1.0,0.0,20.0
C00051,2,61,6,18619.25,3103.2083333333335,3.3333333333333335,0.15,0.15,0.1,0.25,0.35,0.0,0.0,1.0,50.0
C00052,1,309,6,13554.630000000001,2259.105,3.1666666666666665,0.10526315789473684,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.3684210526315789,0.0,1.0,0.0,53.0
C00053,1,401,4,9200.8,2300.2,3.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.4166666666666667,1.0,0.0,0.0,51.0
C00054,1,0,7,10483.86,1497.6942857142858,2.7142857142857144,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.0,1.0,0.0,59.0
C00055,4,163,4,15240.09,3810.0225,3.0,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,1.0,0.0,65.0
C00056,4,61,3,13821.91,4607.303333333333,2.3333333333333335,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0,0.0,0.0,42.0
C00057,3,21,5,29011.39,5802.278,3.4,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.0,0.0,1.0,51.0
C00058,1,336,3,7620.94,2540.313333333333,2.6666666666666665,0.125,0.125,0.5,0.0,0.25,1.0,0.0,0.0,45.0
C00059,3,170,6,28914.71,4819.118333333333,2.8333333333333335,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.47058823529411764,0.0,0.0,1.0,41.0
C00060,4,16,2,7482.85,3741.425,3.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,45.0
C00061,0,34,3,6811.67,2270.556666666667,2.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.0,0.0,54.0
C00062,2,96,4,20557.17,5139.2925,4.25,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.29411764705882354,0.0,0.0,1.0,64.0
C00063,2,45,7,31631.379999999997,4518.768571428571,3.4285714285714284,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.2916666666666667,0.0,0.0,1.0,42.0
C00064,2,155,5,18874.79,3774.958,4.0,0.15,0.15,0.15,0.4,0.15,0.0,0.0,1.0,44.0
C00065,2,8,2,6121.91,3060.955,2.5,0.2,0.0,0.2,0.2,0.4,0.0,0.0,1.0,54.0
C00066,2,82,6,20600.66,3433.443333333333,3.0,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.0,0.0,1.0,61.0
C00067,1,41,5,13708.85,2741.77,2.6,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.0,1.0,0.0,54.0
C00068,1,268,3,8290.269999999999,2763.4233333333327,3.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,1.0,0.0,36.0
C00069,2,179,4,8699.029999999999,2174.7574999999997,2.0,0.125,0.25,0.125,0.25,0.25,0.0,0.0,1.0,23.0
C00070,2,109,7,15987.369999999999,2283.91,2.857142857142857,0.1,0.15,0.3,0.2,0.25,0.0,0.0,1.0,53.0
C00071,2,47,7,11897.519999999999,1699.6457142857141,2.857142857142857,0.05,0.2,0.05,0.55,0.15,0.0,0.0,1.0,51.0
C00072,1,0,7,21903.22,3129.031428571429,2.5714285714285716,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.16666666666666666,0.2222222222222222,1.0,0.0,0.0,33.0
C00073,1,172,8,30304.079999999998,3788.0099999999998,2.75,0.18181818181818182,0.22727272727272727,0.09090909090909091,0.09090909090909091,0.4090909090909091,1.0,0.0,0.0,45.0
C00074,0,224,1,1132.37,1132.37,4.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,58.0
C00075,4,60,5,25138.33,5027.666,3.2,0.25,0.125,0.125,0.1875,0.3125,1.0,0.0,0.0,34.0
C00076,2,124,6,20811.03,3468.5049999999997,3.0,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.0,0.0,1.0,40.0
C00077,1,71,9,39607.37,4400.818888888889,3.3333333333333335,0.23333333333333334,0.16666666666666666,0.23333333333333334,0.16666666666666666,0.2,0.0,1.0,0.0,52.0
C00078,0,466,3,7206.420000000001,2402.1400000000003,3.6666666666666665,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0,1.0,0.0,38.0
C00079,2,64,7,14728.6,2104.0857142857144,2.5714285714285716,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.2777777777777778,0.0,0.0,1.0,48.0
C00080,4,249,7,19678.25,2811.1785714285716,3.0,0.14285714285714285,0.09523809523809523,0.23809523809523808,0.19047619047619047,0.3333333333333333,0.0,1.0,0.0,37.0
C00081,0,294,2,1936.32,968.16,3.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,66.0
C00082,4,358,6,16484.44,2747.4066666666663,2.8333333333333335,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.47058823529411764,1.0,0.0,0.0,24.0
C00083,1,51,5,9893.46,1978.6919999999998,3.2,0.0625,0.25,0.0625,0.125,0.5,0.0,1.0,0.0,55.0
C00084,0,281,3,5176.15,1725.3833333333332,2.6666666666666665,0.125,0.0,0.375,0.125,0.375,0.0,0.0,1.0,35.0
C00085,4,33,4,12961.38,3240.345,3.5,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.0,1.0,0.0,41.0
C00086,0,225,2,993.6600000000001,496.83000000000004,2.0,0.0,0.0,0.25,0.5,0.25,0.0,1.0,0.0,50.0
C00087,4,348,5,17083.36,3416.672,3.0,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.2,0.2,1.0,0.0,0.0,22.0
C00088,4,57,5,15107.24,3021.448,2.2,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.0,1.0,25.0
C00089,4,426,2,6482.53,3241.265,2.0,0.25,0.0,0.25,0.25,0.25,0.0,1.0,0.0,52.0
C00090,1,16,2,4919.139999999999,2459.5699999999997,2.0,0.25,0.0,0.25,0.25,0.25,1.0,0.0,0.0,65.0
C00091,4,82,4,20665.07,5166.2675,3.5,0.21428571428571427,0.0,0.14285714285714285,0.21428571428571427,0.42857142857142855,1.0,0.0,0.0,26.0
C00092,0,200,4,6465.25,1616.3125,2.5,0.1,0.2,0.2,0.1,0.4,0.0,1.0,0.0,49.0
C00093,4,351,5,12613.57,2522.714,3.6,0.05555555555555555,0.3888888888888889,0.1111111111111111,0.05555555555555555,0.3888888888888889,0.0,1.0,0.0,51.0
C00094,0,292,4,1043.53,260.8825,1.5,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,64.0
C00095,2,268,4,9213.65,2303.4125,3.25,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,0.0,1.0,62.0
C00096,1,8,5,16096.65,3219.33,3.4,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.23529411764705882,1.0,0.0,0.0,47.0
C00097,4,245,8,24376.51,3047.06375,3.0,0.125,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.0,1.0,0.0,40.0
C00098,2,38,8,26083.59,3260.44875,2.75,0.22727272727272727,0.045454545454545456,0.3181818181818182,0.18181818181818182,0.22727272727272727,0.0,0.0,1.0,49.0
C00099,4,7,4,14743.0,3685.75,3.5,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,1.0,0.0,65.0
C00100,0,63,3,2341.48,780.4933333333333,3.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2222222222222222,1.0,0.0,0.0,34.0
C00101,1,9,4,15601.93,3900.4825,3.75,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.2,0.2,1.0,0.0,0.0,51.0
C00102,4,111,7,21951.05,3135.8642857142854,2.857142857142857,0.15,0.1,0.1,0.15,0.5,0.0,1.0,0.0,47.0
C00103,4,212,5,16403.079999999998,3280.6159999999995,2.4,0.16666666666666666,0.5,0.0,0.08333333333333333,0.25,0.0,0.0,1.0,51.0
C00104,1,289,7,11671.78,1667.3971428571429,2.7142857142857144,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.0,1.0,0.0,28.0
C00105,2,50,11,28942.01,2631.091818181818,3.090909090909091,0.11764705882352941,0.23529411764705882,0.20588235294117646,0.2647058823529412,0.17647058823529413,0.0,0.0,1.0,35.0
C00106,2,49,10,38122.119999999995,3812.2119999999995,3.1,0.22580645161290322,0.22580645161290322,0.0967741935483871,0.22580645161290322,0.22580645161290322,0.0,0.0,1.0,57.0
C00107,0,542,3,1910.92,636.9733333333334,2.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,36.0
C00108,1,3,4,15016.499999999998,3754.1249999999995,4.0,0.125,0.1875,0.0625,0.375,0.25,0.0,1.0,0.0,44.0
C00109,1,48,7,22341.86,3191.694285714286,3.2857142857142856,0.21739130434782608,0.17391304347826086,0.30434782608695654,0.17391304347826086,0.13043478260869565,1.0,0.0,0.0,39.0
C00110,2,123,3,11739.19,3913.0633333333335,3.3333333333333335,0.2,0.2,0.2,0.3,0.1,0.0,0.0,1.0,30.0
C00111,0,88,6,10607.82,1767.97,2.8333333333333335,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.35294117647058826,1.0,0.0,0.0,33.0
C00112,4,25,5,26403.03,5280.606,3.0,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.0,1.0,0.0,55.0
C00113,1,78,10,21705.87,2170.587,3.4,0.08823529411764706,0.20588235294117646,0.29411764705882354,0.23529411764705882,0.17647058823529413,1.0,0.0,0.0,24.0
C00114,1,181,5,15164.79,3032.958,2.6,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.38461538461538464,1.0,0.0,0.0,41.0
C00115,4,488,4,13793.550000000001,3448.3875000000003,3.0,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.0,1.0,0.0,58.0
C00116,1,24,5,16694.29,3338.858,2.6,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.0,1.0,0.0,27.0
C00117,1,307,6,13939.800000000001,2323.3,1.8333333333333333,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.0,1.0,0.0,63.0
C00118,4,55,6,24153.88,4025.646666666667,3.0,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.0,1.0,0.0,26.0
C00119,4,8,4,10525.86,2631.465,3.25,0.07692307692307693,0.38461538461538464,0.0,0.15384615384615385,0.38461538461538464,1.0,0.0,0.0,63.0
C00120,0,65,6,6676.37,1112.7283333333332,2.5,0.06666666666666667,0.2,0.2,0.4666666666666667,0.06666666666666667,1.0,0.0,0.0,62.0
